task,language,id,n,gz,cpu,KB,status,load,secs [15 Apr 2016 u64q n]
binary-trees,PHP,3,12,483,0.248,1288,0,0% 4% 96% 8%,0.25
binary-trees,PHP,3,16,483,7.032,104312,0,1% 1% 1% 100%,7.041
binary-trees,PHP,3,20,483,168.012,1549916,0,38% 30% 1% 34%,168.147
binary-trees,Hack,3,12,480,0.376,1540,0,5% 0% 5% 100%,0.38
binary-trees,Hack,3,16,480,1.772,158876,0,1% 2% 100% 1%,1.78
binary-trees,Hack,3,20,480,34.960,652736,0,1% 0% 1% 100%,34.999
binary-trees,Scala,2,12,641,0.392,888,0,76% 19% 17% 27%,0.338
binary-trees,Scala,2,16,641,1.736,102148,0,53% 59% 80% 39%,0.76
binary-trees,Scala,2,20,641,36.288,686532,0,85% 87% 72% 73%,11.52
binary-trees,Ruby,5,12,1123,0.432,720,0,38% 95% 38% 41%,0.213
binary-trees,Ruby,5,16,1123,7.836,91844,0,99% 86% 47% 86%,2.473
binary-trees,Ruby,5,20,1123,168.332,243912,0,96% 65% 68% 64%,57.975
binary-trees,Java,7,12,889,0.432,1604,0,29% 26% 68% 23%,0.375
binary-trees,Java,7,16,889,1.900,110452,0,88% 60% 55% 68%,0.711
binary-trees,Java,7,20,889,40.184,649456,0,94% 85% 87% 83%,11.584
binary-trees,Perl,3,12,706,1.724,12980,0,29% 35% 94% 52%,1.09
binary-trees,Perl,3,16,706,36.260,118856,0,89% 88% 95% 96%,9.883
binary-trees,Perl,3,20,706,791.140,1708468,0,92% 80% 89% 73%,238.049
binary-trees,Erlang HiPE,2,12,499,0.268,1732,0,21% 53% 26% 24%,0.329
binary-trees,Erlang HiPE,2,16,499,2.116,101156,0,68% 77% 69% 79%,0.732
binary-trees,Erlang HiPE,2,20,499,69.048,1013732,0,97% 90% 90% 90%,18.934
binary-trees,C# Mono,2,12,650,0.212,1164,0,5% 95% 0% 0%,0.215
binary-trees,C# Mono,2,16,650,2.024,80432,0,51% 5% 2% 48%,1.943
binary-trees,C# Mono,2,20,650,59.908,456044,0,6% 0% 100% 1%,56.842
binary-trees,TypeScript,1,12,475,0.156,0,0,10% 5% 5% 70%,0.207
binary-trees,TypeScript,1,16,475,2.184,66360,0,1% 100% 2% 0%,2.184
binary-trees,TypeScript,1,20,475,80.280,955936,0,23% 1% 0% 77%,79.951
binary-trees,Lisp SBCL,2,12,649,0.052,0,0,100% 17% 33% 0%,0.054
binary-trees,Lisp SBCL,2,16,649,0.996,77168,0,100% 0% 1% 1%,1.002
binary-trees,Lisp SBCL,2,20,649,24.744,306652,0,99% 1% 1% 0%,24.785
binary-trees,Pascal Free Pascal,1,12,769,0.068,0,0,0% 22% 78% 0%,0.091
binary-trees,Pascal Free Pascal,1,16,769,1.560,5108,0,4% 6% 9% 99%,1.566
binary-trees,Pascal Free Pascal,1,20,769,38.092,131376,0,1% 0% 100% 1%,38.123
binary-trees,Erlang,2,12,499,0.376,816,0,43% 26% 41% 61%,0.227
binary-trees,Erlang,2,16,499,4.820,95784,0,76% 72% 89% 89%,1.496
binary-trees,Erlang,2,20,499,114.828,1155600,0,98% 94% 90% 88%,31.148
binary-trees,Python 3,1,12,596,0.972,14692,0,40% 16% 42% 77%,1.901
binary-trees,Python 3,1,16,596,21.584,97428,0,87% 85% 92% 82%,7.062
binary-trees,Python 3,1,20,596,516.240,804624,0,94% 92% 95% 91%,152.062
binary-trees,Haskell GHC,4,12,612,0.068,0,0,100% 100% 67% 67%,0.025
binary-trees,Haskell GHC,4,16,612,2.884,47612,0,86% 96% 83% 87%,0.83
binary-trees,Haskell GHC,4,20,612,63.764,800820,0,74% 87% 87% 74%,19.975
binary-trees,C gcc,3,12,906,0.028,0,0,100% 100% 50% 0%,0.014
binary-trees,C gcc,3,16,906,0.448,0,0,80% 71% 86% 93%,0.145
binary-trees,C gcc,3,20,906,10.148,156848,0,85% 62% 78% 92%,3.241
binary-trees,Dart,1,12,503,0.200,5372,0,12% 21% 50% 33%,0.562
binary-trees,Dart,1,16,503,1.028,99292,0,6% 3% 92% 7%,1.001
binary-trees,Dart,1,20,503,33.224,335732,0,77% 11% 2% 21%,30.547
binary-trees,F# Mono,1,12,537,0.248,30216,0,53% 26% 21% 58%,1.071
binary-trees,F# Mono,1,16,537,0.868,55480,0,2% 5% 1% 99%,0.858
binary-trees,F# Mono,1,20,537,26.784,164216,0,1% 100% 0% 7%,25.244
binary-trees,Smalltalk VW,1,12,722,0.252,47596,0,16% 3% 0% 81%,1.539
binary-trees,Smalltalk VW,1,16,722,2.520,153860,0,1% 100% 0% 1%,2.525
binary-trees,Smalltalk VW,1,20,722,82.748,330808,0,100% 0% 1% 0%,82.842
binary-trees,Lua,2,12,446,0.676,6448,0,1% 69% 1% 32%,0.757
binary-trees,Lua,2,16,446,19.392,108480,0,30% 43% 28% 12%,19.42
binary-trees,Lua,2,20,446,421.544,1724000,0,42% 21% 4% 34%,422.031
binary-trees,C++ g++,6,12,892,0.040,0,0,50% 50% 100% 100%,0.018
binary-trees,C++ g++,6,16,892,0.716,1016,0,32% 63% 82% 93%,0.278
binary-trees,C++ g++,6,20,892,24.492,362628,0,84% 70% 97% 69%,7.722
binary-trees,Go,2,12,694,0.224,0,0,78% 56% 86% 78%,0.079
binary-trees,Go,2,16,694,9.172,23888,0,89% 88% 88% 88%,2.603
binary-trees,Go,2,20,694,185.020,322256,0,98% 97% 97% 97%,47.714
binary-trees,Ruby JRuby,4,12,402,6.676,167932,0,63% 62% 68% 69%,2.565
binary-trees,Ruby JRuby,4,16,402,11.488,664352,0,42% 30% 36% 74%,6.426
binary-trees,Ruby JRuby,4,20,402,153.504,1190220,0,31% 49% 46% 35%,97.687
binary-trees,Swift,5,12,934,0.036,0,0,33% 67% 50% 33%,0.023
binary-trees,Swift,5,16,934,0.668,1224,0,86% 78% 70% 86%,0.214
binary-trees,Swift,5,20,934,14.952,239252,0,94% 93% 93% 83%,4.149
binary-trees,Fortran Intel,2,12,1199,0.064,0,0,50% 67% 100% 100%,0.022
binary-trees,Fortran Intel,2,16,1199,1.032,1212,0,93% 96% 97% 90%,0.286
binary-trees,Fortran Intel,2,20,1199,19.180,185084,0,100% 70% 76% 72%,6.076
binary-trees,Clojure,2,12,750,2.256,69952,0,16% 42% 46% 97%,1.147
binary-trees,Clojure,2,16,750,4.304,198628,0,55% 43% 95% 56%,1.737
binary-trees,Clojure,2,20,750,45.652,615132,0,85% 83% 88% 76%,13.807
binary-trees,OCaml,2,12,784,0.052,0,0,67% 67% 33% 33%,0.028
binary-trees,OCaml,2,16,784,2.200,76276,0,35% 94% 30% 48%,1.098
binary-trees,OCaml,2,20,784,70.780,204308,0,72% 96% 38% 85%,24.558
binary-trees,JavaScript V8,1,12,467,0.072,5988,0,85% 0% 18% 0%,0.601
binary-trees,JavaScript V8,1,16,467,1.308,53528,0,2% 54% 48% 0%,1.308
binary-trees,JavaScript V8,1,20,467,49.312,937612,0,59% 21% 1% 22%,48.918
binary-trees,Ada 2005 GNAT,4,12,2167,0.032,0,0,0% 50% 25% 25%,0.033
binary-trees,Ada 2005 GNAT,4,16,2167,0.732,1108,0,83% 66% 70% 54%,0.28
binary-trees,Ada 2005 GNAT,4,20,2167,17.840,178956,0,83% 74% 91% 92%,5.323
binary-trees,Racket,2,12,640,0.264,14652,0,2% 2% 88% 16%,0.941
binary-trees,Racket,2,16,640,1.356,59704,0,100% 1% 1% 1%,1.361
binary-trees,Racket,2,20,640,36.480,480712,0,0% 100% 1% 1%,36.53
binary-trees,Rust,1,12,791,0.044,0,0,33% 33% 100% 67%,0.022
binary-trees,Rust,1,16,791,0.616,0,0,83% 84% 84% 94%,0.185
binary-trees,Rust,1,20,791,14.044,127588,0,95% 93% 93% 87%,3.834
chameneos-redux,C gcc,5,60000,2863,0.036,0,0,100% 100% 100% 100%,0.014
chameneos-redux,C gcc,5,600000,2863,0.244,0,0,100% 88% 86% 100%,0.069
chameneos-redux,C gcc,5,6000000,2863,2.228,1560,0,98% 100% 100% 98%,0.57
chameneos-redux,Erlang,1,60000,734,1.844,19640,0,73% 41% 61% 26%,0.943
chameneos-redux,Erlang,1,600000,734,13.880,22892,0,53% 56% 48% 57%,6.557
chameneos-redux,Erlang,1,6000000,734,107.056,32996,0,59% 54% 52% 54%,48.934
chameneos-redux,Haskell GHC,1,60000,989,0.084,0,0,75% 100% 17% 0%,0.051
chameneos-redux,Haskell GHC,1,600000,989,0.924,8824,0,84% 98% 4% 4%,0.497
chameneos-redux,Haskell GHC,1,6000000,989,8.028,8896,0,77% 100% 2% 1%,4.493
chameneos-redux,Rust,2,60000,2882,0.044,0,0,50% 67% 33% 33%,0.025
chameneos-redux,Rust,2,600000,2882,0.616,0,0,94% 94% 88% 89%,0.172
chameneos-redux,Rust,2,6000000,2882,7.428,49380,0,97% 97% 97% 97%,1.916
chameneos-redux,OCaml,1,60000,1279,4.559,5336,0,26% 38% 38% 41%,2.823
chameneos-redux,OCaml,1,600000,1279,40.959,5332,0,38% 35% 35% 39%,24.848
chameneos-redux,OCaml,1,6000000,1279,403.952,5328,0,41% 33% 33% 41%,244.635
chameneos-redux,Scala,2,60000,1171,0.752,1632,0,26% 68% 38% 56%,0.405
chameneos-redux,Scala,2,600000,1171,4.388,52472,0,86% 74% 72% 43%,1.618
chameneos-redux,Scala,2,6000000,1171,20.400,165520,0,59% 55% 60% 64%,8.607
chameneos-redux,Java,1,60000,1770,0.404,1756,0,31% 31% 76% 37%,0.268
chameneos-redux,Java,1,600000,1770,1.016,32344,0,30% 52% 59% 33%,0.591
chameneos-redux,Java,1,6000000,1770,3.700,45872,0,28% 29% 26% 27%,3.382
chameneos-redux,Ruby JRuby,1,60000,928,11.985,253344,0,71% 87% 64% 60%,4.286
chameneos-redux,Ruby JRuby,1,600000,928,22.877,460620,0,66% 64% 56% 62%,9.228
chameneos-redux,Ruby JRuby,1,6000000,928,110.476,663448,0,61% 54% 51% 57%,49.356
chameneos-redux,Lisp SBCL,3,60000,2907,0.112,0,0,75% 100% 60% 60%,0.044
chameneos-redux,Lisp SBCL,3,600000,2907,0.452,0,0,100% 71% 77% 86%,0.142
chameneos-redux,Lisp SBCL,3,6000000,2907,4.048,53848,0,100% 85% 86% 99%,1.102
chameneos-redux,Erlang HiPE,1,60000,734,1.652,23472,0,69% 56% 62% 69%,0.822
chameneos-redux,Erlang HiPE,1,600000,734,11.456,23332,0,58% 47% 53% 52%,5.43
chameneos-redux,Erlang HiPE,1,6000000,734,99.724,37080,0,55% 52% 51% 53%,47.386
chameneos-redux,Go,5,60000,957,0.260,0,0,64% 73% 70% 63%,0.097
chameneos-redux,Go,5,600000,957,2.684,1948,0,72% 68% 70% 71%,0.964
chameneos-redux,Go,5,6000000,957,26.084,1948,0,70% 70% 69% 69%,9.428
chameneos-redux,C++ g++,2,60000,2016,0.120,0,0,50% 60% 50% 83%,0.047
chameneos-redux,C++ g++,2,600000,2016,1.120,768,0,97% 55% 100% 100%,0.323
chameneos-redux,C++ g++,2,6000000,2016,9.992,1808,0,100% 100% 81% 87%,3.025
chameneos-redux,Racket,2,60000,842,2.220,103448,0,100% 0% 0% 1%,2.222
chameneos-redux,Racket,2,600000,842,17.672,105584,0,1% 1% 100% 0%,17.677
chameneos-redux,Racket,2,6000000,842,169.564,111892,0,49% 51% 0% 1%,169.598
chameneos-redux,C# Mono,1,60000,1400,0.980,42012,0,42% 72% 42% 21%,0.57
chameneos-redux,C# Mono,1,600000,1400,3.660,50172,0,58% 57% 57% 37%,1.748
chameneos-redux,C# Mono,1,6000000,1400,24.544,50348,0,50% 56% 52% 53%,11.649
chameneos-redux,Ada 2005 GNAT,5,60000,2906,0.448,0,0,73% 80% 71% 93%,0.144
chameneos-redux,Ada 2005 GNAT,5,600000,2906,4.716,4152,0,88% 90% 91% 88%,1.363
chameneos-redux,Ada 2005 GNAT,5,6000000,2906,45.808,4180,0,88% 90% 91% 94%,13.107
chameneos-redux,Python 3,2,60000,866,4.976,8292,0,33% 47% 33% 32%,3.311
chameneos-redux,Python 3,2,600000,866,50.524,8200,0,39% 38% 40% 38%,31.004
chameneos-redux,Python 3,2,6000000,866,484.528,8284,0,41% 38% 38% 39%,296.781
chameneos-redux,Clojure,1,60000,1331,7.280,239760,0,69% 47% 53% 51%,3.29
chameneos-redux,Clojure,1,600000,1331,18.072,419756,0,28% 40% 37% 28%,13.468
chameneos-redux,Clojure,1,6000000,1331,123.828,414020,0,29% 26% 26% 28%,112.148
chameneos-redux,Smalltalk VW,2,60000,2515,0.592,52880,0,95% 3% 0% 7%,0.619
chameneos-redux,Smalltalk VW,2,600000,2515,4.624,53416,0,1% 100% 0% 1%,4.63
chameneos-redux,Smalltalk VW,2,6000000,2515,44.364,53496,0,1% 0% 1% 100%,44.382
chameneos-redux,Perl,4,60000,785,6.243,12020,0,34% 34% 35% 36%,4.258
chameneos-redux,Perl,4,600000,785,63.201,11948,0,37% 34% 33% 37%,41.887
chameneos-redux,Perl,4,6000000,785,631.964,12036,0,36% 35% 34% 36%,420.711
